Input Term,Best Match,URI,Similarity Score
ascifera,ascidian ocellus,http://purl.obolibrary.org/obo/UBERON_0009893,0.6342
Ascigerous,Ascidiacea,http://purl.obolibrary.org/obo/NCBITaxon_7713,0.6319
Ascospore,neuropore,http://purl.obolibrary.org/obo/UBERON_0005077,0.7430
Ascostromata,Ascomycota,http://purl.obolibrary.org/obo/NCBITaxon_4890,0.6849
Auf den meisten Plfanzen finden sich stylo- u,styliform element,http://purl.obolibrary.org/obo/UBERON_0035561,0.4134
a uredospores. b teleutospores.,Uranoscopidae,http://purl.obolibrary.org/obo/NCBITaxon_70846,0.5751
autumn form,spring,http://purl.obolibrary.org/obo/ENVO_00000027,0.5172
baby,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.4698
Basidiocarp,basophilic,http://purl.obolibrary.org/obo/PATO_0002094,0.7165
Basidiocarps,basophilic,http://purl.obolibrary.org/obo/PATO_0002094,0.6944
beginning of fruiting,fruit initiation stage,http://purl.obolibrary.org/obo/PO_0025503,0.7462
Both with teleuto- and some uredospores,Teleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117570,0.5809
Budding,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.7010
Caeoma stage,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6170
early condition,early premaxilla,http://purl.obolibrary.org/obo/UBERON_0011628,0.5464
Calf,calf,http://purl.obolibrary.org/obo/UBERON_8480048,1.0000
Canada,north,http://purl.obolibrary.org/obo/PATO_0045091,0.5621
capsule,capsule,http://purl.obolibrary.org/obo/UBERON_0003893,1.0000
capsules,capsule,http://purl.obolibrary.org/obo/UBERON_0003893,0.8979
carrion,carr,http://purl.obolibrary.org/obo/ENVO_00000235,0.7648
carrion (adult),carr,http://purl.obolibrary.org/obo/ENVO_00000235,0.6252
carrion (juvenile),juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.6427
Case 13,pupal case,http://purl.obolibrary.org/obo/UBERON_0018657,0.5383
cercaria,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,1.0000
Cercaria,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,1.0000
cercariae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.9415
Cercariae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.9415
cercariae; redia,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8335
cercaria; parthenitae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8417
cercaria; redia,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8504
cercaria; rediae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.7985
cfr.,dairy product (us cfr),http://purl.obolibrary.org/obo/FOODON_03400164,0.6319
Chromelosporium state,archesporium,http://purl.obolibrary.org/obo/PO_0030074,0.4680
chrysalid,Chromadorea,http://purl.obolibrary.org/obo/NCBITaxon_119089,0.5199
chrysalid skin,skin of face,http://purl.obolibrary.org/obo/UBERON_1000021,0.5847
chrysalis,flower fascicle,http://purl.obolibrary.org/obo/PO_0025323,0.5921
cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,1.0000
Cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,1.0000
Cocoon remains,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8526
cocoon w,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8966
adult,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.7024
coenurus,Coelacanthidae,http://purl.obolibrary.org/obo/NCBITaxon_7895,0.6701
Collection is in mostly the conidial stage.,collection of organisms,http://purl.obolibrary.org/obo/PCO_0000000,0.4804
conidia,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.5823
Conidia,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.5823
conidia and perithecia,Peridiniales,http://purl.obolibrary.org/obo/NCBITaxon_2910,0.5793
conidia and young perithecia,peristalsis,http://purl.obolibrary.org/obo/GO_0030432,0.5394
conidial,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.5992
Conidial,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.5992
conidial and perithecial stage,glaucothoe stage,http://purl.obolibrary.org/obo/UBERON_0014861,0.5521
conidial stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6574
Conidial stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6574
Conidial stage of Nectria cinnabarina,cincinnus inflorescence,http://purl.obolibrary.org/obo/PO_0030132,0.5165
conidial stage: Oidium destruens Peck,ommatidium,http://purl.obolibrary.org/obo/UBERON_0000971,0.5883
Conidia of Dimerosporium pulchrum,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.6293
Sacc.,sac,http://purl.obolibrary.org/obo/UBERON_0009856,0.7548
conidia only,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.4923
Conidia only,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.4923
; copepodid,Copepoda,http://purl.obolibrary.org/obo/NCBITaxon_6830,0.8323
crysalis,cryosol,http://purl.obolibrary.org/obo/ENVO_00002236,0.6688
cyst,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.6869
cystacanth,Cyclostomata,http://purl.obolibrary.org/obo/NCBITaxon_1476529,0.6927
Cystacanth,Cyclostomata,http://purl.obolibrary.org/obo/NCBITaxon_1476529,0.6927
cystercoid,Cyrtacanthacridinae,http://purl.obolibrary.org/obo/NCBITaxon_37267,0.6243
cysticerci,cystic,http://purl.obolibrary.org/obo/PATO_0001673,0.8012
cysticercoid,cystic,http://purl.obolibrary.org/obo/PATO_0001673,0.7988
cysticercus,cysticercus stage,http://purl.obolibrary.org/obo/UBERON_0014856,0.8255
cyst(s),chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.6307
dead chrysalis,flower fascicle,http://purl.obolibrary.org/obo/PO_0025323,0.5087
deutonymph,distichous,http://purl.obolibrary.org/obo/PATO_0001952,0.5764
Deutonymph,distichous,http://purl.obolibrary.org/obo/PATO_0001952,0.5764
deutonymph (hypopus = hypopode),hypotrophic,http://purl.obolibrary.org/obo/PATO_0000585,0.5840
developed,manufactured product,http://purl.obolibrary.org/obo/ENVO_00003074,0.5928
Dr. M. T. Cook and J. J. Tabenhaus,m. serratus medius,http://purl.obolibrary.org/obo/UBERON_3010698,0.4387
duckling,duck food product,http://purl.obolibrary.org/obo/FOODON_02020114,0.6096
dult,durisol,http://purl.obolibrary.org/obo/ENVO_00002238,0.6033
early reproductive,reproductive system development,http://purl.obolibrary.org/obo/GO_0061458,0.7941
early stage,late adult stage,http://purl.obolibrary.org/obo/UBERON_0007222,0.6587
early stage,late adult stage,http://purl.obolibrary.org/obo/UBERON_0007222,0.6587
not in fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.6642
eft,epimysium,http://purl.obolibrary.org/obo/UBERON_0011899,0.4314
egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
Egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
egg case,eggshell,http://purl.obolibrary.org/obo/UBERON_0005079,0.7055
Egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
& pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.8500
egg mass,egg apparatus,http://purl.obolibrary.org/obo/PO_0020096,0.6823
egg_mass,mass,http://purl.obolibrary.org/obo/PATO_0000125,0.6662
Egg mass,egg apparatus,http://purl.obolibrary.org/obo/PO_0020096,0.6823
egg; mature,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.6359
egg or egg sac,embryo sac egg cell,http://purl.obolibrary.org/obo/PO_0025123,0.7331
egg(s),egg apparatus,http://purl.obolibrary.org/obo/PO_0020096,0.7178
eggs,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7630
Eggs,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7630
egg sac,yolk sac,http://purl.obolibrary.org/obo/UBERON_0001040,0.7901
Eggs and Larvae,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.7062
egg shells,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.8611
eggs,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7630
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
eggs; larvae,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6951
Eggs of Lice,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.5769
eggs; proglottids,proglacial,http://purl.obolibrary.org/obo/ENVO_01001879,0.5999
embryo,embryo,http://purl.obolibrary.org/obo/UBERON_0000922,1.0000
Embryos,embryo,http://purl.obolibrary.org/obo/UBERON_0000922,0.9501
Embryos and Larvae,insect presumptive embryonic/larval system,http://purl.obolibrary.org/obo/UBERON_6007116,0.7522
Emergent,autogenous,http://purl.obolibrary.org/obo/PATO_0002316,0.5726
empty cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8288
Entomosporium,microsporangium exothecium,http://purl.obolibrary.org/obo/PO_0025311,0.5835
ENVO:00002040 WOOD,wood,http://purl.obolibrary.org/obo/ENVO_00002040,0.5353
ENVO:01000417 house,house,http://purl.obolibrary.org/obo/ENVO_01000417,0.4485
epitoke,epitope,http://purl.obolibrary.org/obo/CHEBI_53000,0.9263
Et uredosporae et teleutosporae,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.6020
Et uredosporae et teleutosporae praesentes.,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.5714
euparthenitae,Euteleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117571,0.7101
exuvia,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.6049
Exuvia,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.6049
exuviae,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.7719
Exuvium,alluvium,http://purl.obolibrary.org/obo/ENVO_01001202,0.6715
F,functional,http://purl.obolibrary.org/obo/PATO_0001510,0.5819
false teleutospore stage,pharyngula stage,http://purl.obolibrary.org/obo/UBERON_0004707,0.5233
F. A. Wolf,Felidae,http://purl.obolibrary.org/obo/NCBITaxon_9681,0.4333
F. D. Heald and F. A. Wolf,lysed,http://purl.obolibrary.org/obo/PATO_0065001,0.4144
female,female,http://purl.obolibrary.org/obo/PATO_0000383,1.0000
Female,female,http://purl.obolibrary.org/obo/PATO_0000383,1.0000
Female flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7304
fertile,fertile,http://purl.obolibrary.org/obo/PATO_0000955,1.0000
Fertile,fertile,http://purl.obolibrary.org/obo/PATO_0000955,1.0000
fledgling,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5888
Fledig,vog,http://purl.obolibrary.org/obo/ENVO_01001258,0.4759
flower,flower,http://purl.obolibrary.org/obo/PO_0009046,matched
Flower,flower,http://purl.obolibrary.org/obo/PO_0009046,1.0000
Flower and fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7848
Flower and Immature Fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7147
Flower buds,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.8044
Flower; Fruit,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8199
flowering,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8412
Flowering,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8412
Flowering ?,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7530
Flowering.,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8257
Flowering and fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7070
Flowering and Fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7070
Flowering and immature fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6856
Flowering and Immature Fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6856
Flowering and young fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6905
Flowering & fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7245
flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8882
Flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8882
fructification,friable,http://purl.obolibrary.org/obo/PATO_0002406,0.5136
fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,matched
Fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,1.0000
fruiting,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.8241
Fruiting,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.8241
Fruiting ?,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7702
fruits,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.9398
seeds,seed,http://purl.obolibrary.org/obo/PO_0009010,0.8922
fry,oil,http://purl.obolibrary.org/obo/ENVO_00002985,0.5856
fundatrigenia,fundus of stomach,http://purl.obolibrary.org/obo/UBERON_0001160,0.5786
fundatrispuria,serosa of fundus of stomach,http://purl.obolibrary.org/obo/UBERON_0012503,0.5738
fungus asciferus,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.7380
Fusarium stage,blastula stage,http://purl.obolibrary.org/obo/UBERON_0000108,0.5948
Fusicladium stage,F four nucleate megagametophyte stage,http://purl.obolibrary.org/obo/PO_0007628,0.5377
gall,plant gall,http://purl.obolibrary.org/obo/PO_0025626,matched
Gametophyte,OBSOLETE gametophyte,http://purl.obolibrary.org/obo/PO_0009004,0.8126
gemmae,gemma,http://purl.obolibrary.org/obo/PO_0025614,0.9077
gemmae + sporophyte,sporocyte,http://purl.obolibrary.org/obo/PO_0006204,0.6181
glaucothoe,glaucothoe stage,http://purl.obolibrary.org/obo/UBERON_0014861,0.7588
GLOBI:AECIUM AECIUM,gynoecium,http://purl.obolibrary.org/obo/PO_0009062,0.5791
GLOBI:ANAMORPH ANAMORPH,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.5128
GLOBI:calyptopis calyptopis,spore capsule calyptra,http://purl.obolibrary.org/obo/PO_0030037,0.5336
GLOBI:calyptopis juv.,calyptra calyx,http://purl.obolibrary.org/obo/PO_0025329,0.5487
adults,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6245
GLOBI:calyptopis larvae,Calyptra habitat,http://purl.obolibrary.org/obo/ENVO_01001452,0.5505
GLOBI:COPEPODITE COPEPODITE,copepodite stage 1,http://purl.obolibrary.org/obo/UBERON_8200002,0.7333
GLOBI:CYPRIS adult,Cyprinoidei,http://purl.obolibrary.org/obo/NCBITaxon_30727,0.6241
GLOBI:CYPRIS CYPRIS,Cyprinoidei,http://purl.obolibrary.org/obo/NCBITaxon_30727,0.7236
GLOBI:CYPRIS juv.,Cyprinoidei,http://purl.obolibrary.org/obo/NCBITaxon_30727,0.6198
adults,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6245
GLOBI:CYPRIS larvae,Gnetidae,http://purl.obolibrary.org/obo/NCBITaxon_1445966,0.5356
GLOBI:CYPRIS n.a.,Cyprinoidei,http://purl.obolibrary.org/obo/NCBITaxon_30727,0.6965
others,mine,http://purl.obolibrary.org/obo/ENVO_00000076,0.4482
GLOBI:GLAUCOTHOE GLAUCOTHOE,glaucothoe stage,http://purl.obolibrary.org/obo/UBERON_0014861,0.7193
GLOBI:GLAUCOTHOE larvae,insect larval gnathal segment,http://purl.obolibrary.org/obo/UBERON_6001737,0.5838
GLOBI:LARVA_OR_JUVENILE LARVA_OR_JUVENILE,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6348
GLOBI:LARVA_OR_POSTLARVA LARVA_OR_POSTLARVA,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6882
GLOBI:medusae 0,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.4841
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
GLOBI:medusae adult,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5048
GLOBI:medusae I,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5271
GLOBI:medusae II,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5239
GLOBI:medusae III,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5312
GLOBI:medusae II & III,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.4927
GLOBI:medusae II,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5239
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
GLOBI:medusae juv.,polje,http://purl.obolibrary.org/obo/ENVO_00000325,0.5076
adults,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6245
GLOBI:medusae medusae,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5554
GLOBI:medusae n.a.,gluteus medius,http://purl.obolibrary.org/obo/UBERON_0001371,0.5409
others,mine,http://purl.obolibrary.org/obo/ENVO_00000076,0.4482
GLOBI:medusae Rust life stage i,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4681
GLOBI:medusae Rust life stage I,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4681
GLOBI:medusae Rust life stage ii,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4517
GLOBI:medusae Rust life stage II,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4517
GLOBI:medusae Rust Life Stage II,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4517
GLOBI:medusae Rust life stage iii,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4360
GLOBI:medusae Rust life stage III,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4360
GLOBI:medusae Rust Life Stage III,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4360
GLOBI:medusae Rust life stage i iii,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4352
GLOBI:medusae Rust life stage ii iii,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4212
GLOBI:medusae Rust life stage II,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4517
III?,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.4462
GLOBI:medusae Rust life stage ii iii (ii,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4037
iii),sufficient,http://purl.obolibrary.org/obo/PATO_0001627,0.4047
GLOBI:medusae Rust life stage o i,rusty,http://purl.obolibrary.org/obo/PATO_0070059,0.4823
GLOBI:MEGALOPA eggs,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.5690
GLOBI:MEGALOPA juv.,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6077
adults,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6245
GLOBI:MEGALOPA larvae,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.5678
GLOBI:MEGALOPA MEGALOPA,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6835
GLOBI:MEGALOPA n.a.,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6580
others,mine,http://purl.obolibrary.org/obo/ENVO_00000076,0.4482
GLOBI:MEGALOPA recruits,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6049
juv.,vacuole,http://purl.obolibrary.org/obo/GO_0005773,0.4429
GLOBI:MYCELIUM active,type G enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000508,0.4997
GLOBI:MYCELIUM MYCELIUM,cell,http://purl.obolibrary.org/obo/CL_0000000,0.5466
GLOBI:NEO NEO,Neoptera,http://purl.obolibrary.org/obo/NCBITaxon_33340,0.6495
GLOBI:NEWBORN NEWBORN,neonatal,http://purl.obolibrary.org/obo/PATO_0002206,0.6137
GLOBI:POLLEN_GRAIN POLLEN_GRAIN,pollen,http://purl.obolibrary.org/obo/PO_0025281,0.6024
GLOBI:POSTLARVA_OR_JUVENILE POSTLARVA_OR_JUVENILE,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5374
GLOBI:POSTLARVA POSTLARVA,postpubis,http://purl.obolibrary.org/obo/UBERON_4200001,0.5127
GLOBI:PYCNIUM PYCNIUM,pycnocline,http://purl.obolibrary.org/obo/ENVO_01000259,0.5598
GLOBI:SPORANGIUM SPORANGIUM,sporangium,http://purl.obolibrary.org/obo/PO_0025094,0.7867
GLOBI:TELIUM TELIUM,Teleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117570,0.4825
GLOBI:TRANS_OR_JUVENILE TRANS_OR_JUVENILE,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5322
GLOBI:TRANS TRANS,transvasement,http://purl.obolibrary.org/obo/ENVO_00000445,0.4794
GLOBI:TUBE TUBE,tube,http://purl.obolibrary.org/obo/UBERON_0000025,0.7588
GLOBI:UNKNOWN no,globose nucleus development,http://purl.obolibrary.org/obo/GO_0021736,0.5446
GLOBI:UNKNOWN UNKOWN,globose nucleus development,http://purl.obolibrary.org/obo/GO_0021736,0.5332
GLOBI:UREDIUM UREDIUM,urodeum,http://purl.obolibrary.org/obo/UBERON_0012421,0.5413
GLOBI:YOUNG_OF_THE_YEAR_OR_JUVENILE YOUNG_OF_THE_YEAR_OR_JUVENILE,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5137
