Input Term,Best Match,URI,Similarity Score
Later stage,late adult stage,http://purl.obolibrary.org/obo/UBERON_0007222,0.7470
Leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,1.0000
Leaf Mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.7540
leafmines,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6586
leaves,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.8455
leaves,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.8455
blades,blade-like,http://purl.obolibrary.org/obo/PATO_0002235,0.7474
life,alive,http://purl.obolibrary.org/obo/PATO_0001421,0.6175
lifee,gamete,http://purl.obolibrary.org/obo/CL_0000300,0.5476
male,male,http://purl.obolibrary.org/obo/PATO_0000384,1.0000
Male Flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.6756
mamogametocyte,megagametophyte,http://purl.obolibrary.org/obo/PO_0025279,0.5751
marita,Batis maritima,http://purl.obolibrary.org/obo/NCBITaxon_4436,0.6374
marsupidium,marsupium,http://purl.obolibrary.org/obo/UBERON_0009118,0.8341
mature,mature,http://purl.obolibrary.org/obo/PATO_0001701,1.0000
Mature,mature,http://purl.obolibrary.org/obo/PATO_0001701,1.0000
mature asci and spores,ascidian ocellus,http://purl.obolibrary.org/obo/UBERON_0009893,0.5342
Mature fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7930
mature; immature,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.8795
mature;immature,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.8795
mature perithecia,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.5329
mature Proglottids,proglacial,http://purl.obolibrary.org/obo/ENVO_01001879,0.6646
mature spores,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.5942
megalopa,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.7940
mesocercaria,mesocarp,http://purl.obolibrary.org/obo/PO_0009087,0.7629
mesocercariae,mesocarp,http://purl.obolibrary.org/obo/PO_0009087,0.7070
metacercaria,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,1.0000
Metacercaria,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,1.0000
metacercariae,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,0.8471
Metacercariae,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,0.8471
metacestode,metacestode,http://purl.obolibrary.org/obo/UBERON_0018379,1.0000
Metacestode,metacestode,http://purl.obolibrary.org/obo/UBERON_0018379,1.0000
metamorph,metanephros,http://purl.obolibrary.org/obo/UBERON_0000081,0.7089
Metamorph,metanephros,http://purl.obolibrary.org/obo/UBERON_0000081,0.7089
Metamorphs,metamorphosis,http://purl.obolibrary.org/obo/GO_0007552,0.7466
Microcercous sporocysts,mucous gland,http://purl.obolibrary.org/obo/UBERON_0000414,0.6300
microfilaria,microspore,http://purl.obolibrary.org/obo/PO_0020048,0.7052
Microfilaria,microspore,http://purl.obolibrary.org/obo/PO_0020048,0.7052
microfilariae,microsporangium,http://purl.obolibrary.org/obo/PO_0025202,0.7372
middle stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.7028
miracidium,Phormidium,http://purl.obolibrary.org/obo/NCBITaxon_1198,0.6659
Mixed,mixed,http://purl.obolibrary.org/obo/PATO_0002122,1.0000
mostly adults,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5100
occasionly nymphs,nymph stage,http://purl.obolibrary.org/obo/UBERON_0014405,0.6056
mostly immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8022
Mostly Nymphs + 2 Adults,nymph stage,http://purl.obolibrary.org/obo/UBERON_0014405,0.5000
Mostly stromata,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7497
Mostly Stromata,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7497
mostly Uredo,urea,http://purl.obolibrary.org/obo/CHEBI_16199,0.6002
Mostly uredospores.,Ursidae,http://purl.obolibrary.org/obo/NCBITaxon_9632,0.6610
Mostly Uredospores,Ursidae,http://purl.obolibrary.org/obo/NCBITaxon_9632,0.6682
motile,motile cilium,http://purl.obolibrary.org/obo/GO_0031514,0.7745
Multiple developmental stages present.,developmental process,http://purl.obolibrary.org/obo/GO_0032502,0.7377
naiad,fishpond,http://purl.obolibrary.org/obo/ENVO_00000056,0.4647
n.a.,N-acylammonia,http://purl.obolibrary.org/obo/CHEBI_83628,0.4957
others,mine,http://purl.obolibrary.org/obo/ENVO_00000076,0.4482
nauplius I; nauplius II; nauplius III; nauplius IV; nauplius,nauplius eye,http://purl.obolibrary.org/obo/UBERON_0015170,0.5479
nauplius I; nauplius II; nauplius III; nauplius IV; nauplius V; nauplius VI,nauplius stage,http://purl.obolibrary.org/obo/UBERON_0014406,0.4654
Neascus larvae,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.7891
neonate,neonate stage,http://purl.obolibrary.org/obo/UBERON_0007221,0.7233
neotenic_adult,Neoteleostei,http://purl.obolibrary.org/obo/NCBITaxon_123365,0.6200
nest,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.8018
Nest,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.8018
nestling,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.6819
Nestling,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.6819
Nestling,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.6819
egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
nestling nestling,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.6797
nestling pullus,crocodilian nest,http://purl.obolibrary.org/obo/ENVO_02000164,0.4762
Ninfa,nilas,http://purl.obolibrary.org/obo/ENVO_03000068,0.6026
nits,nitrite,http://purl.obolibrary.org/obo/CHEBI_16301,0.6652
no,arene,http://purl.obolibrary.org/obo/CHEBI_33658,0.4109
no conidia,condyle,http://purl.obolibrary.org/obo/UBERON_0009979,0.4944
no:match,optic cup,http://purl.obolibrary.org/obo/UBERON_0003072,0.3828
no:match 0,platinum(0),http://purl.obolibrary.org/obo/CHEBI_33400,0.3880
no:match 0.9685,platinum(0),http://purl.obolibrary.org/obo/CHEBI_33400,0.3555
no:match 0 or I,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.3699
no:match 100,digit 1,http://purl.obolibrary.org/obo/UBERON_0006048,0.3610
no:match 10-25cm diam,distal segment of digit,http://purl.obolibrary.org/obo/UBERON_0009551,0.3803
no:match 1.1,obsolete towards1,http://purl.obolibrary.org/obo/PATO_0000368,0.4090
no:match 1st year of infection,pathogenicity,http://purl.obolibrary.org/obo/PATO_0040003,0.4468
no:match 2d year of infection,duration of disease,http://purl.obolibrary.org/obo/PATO_0001990,0.4675
no:match 32.4,compatibility,http://purl.obolibrary.org/obo/PATO_0000021,0.3407
no:match 33,digit 3,http://purl.obolibrary.org/obo/UBERON_0006050,0.3239
no:match 4th or 5th instar nymph,nymph stage,http://purl.obolibrary.org/obo/UBERON_0014405,0.4187
no:match 4th stage larva,fourth instar larva stage,http://purl.obolibrary.org/obo/UBERON_8000003,0.7262
no:match 50,paired fin,http://purl.obolibrary.org/obo/UBERON_0002534,0.3375
no:match 65.4,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.3474
no:match 66,digit 6,http://purl.obolibrary.org/obo/UBERON_0016856,0.3652
no:match 78.6,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.3277
no:match 80,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.3271
no:match 88.5,digit 8,http://purl.obolibrary.org/obo/UBERON_0016858,0.3625
no:match 89.3,digit 8,http://purl.obolibrary.org/obo/UBERON_0016858,0.3349
no:match 90.6,ural centrum 1,http://purl.obolibrary.org/obo/UBERON_2002065,0.3328
no:match 90.8,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.3325
no:match 93,optic cup,http://purl.obolibrary.org/obo/UBERON_0003072,0.3451
no:match -999,digit,http://purl.obolibrary.org/obo/UBERON_0002544,0.5229
no:match acanthella,Acrididea,http://purl.obolibrary.org/obo/NCBITaxon_1955150,0.5047
no:match Acanthella,Acrididea,http://purl.obolibrary.org/obo/NCBITaxon_1955150,0.5047
no:match acanthor larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6576
no:match Acarosporium coelomycetous anamorph,Acridoidea,http://purl.obolibrary.org/obo/NCBITaxon_92621,0.5636
no:match Acaulopage anamorph,Acridomorpha,http://purl.obolibrary.org/obo/NCBITaxon_70910,0.4777
no:match Acermoniella dematiaceous anamorph,microsporangium,http://purl.obolibrary.org/obo/PO_0025202,0.4923
no:match Acladium anamorph,achondrite,http://purl.obolibrary.org/obo/ENVO_00002050,0.5425
no:match Acleista anamorph,Acridomorpha,http://purl.obolibrary.org/obo/NCBITaxon_70910,0.5683
no:match acorn,acrisol,http://purl.obolibrary.org/obo/ENVO_00002234,0.4028
no:match Acremonium anamorph,ammonium,http://purl.obolibrary.org/obo/CHEBI_28938,0.5827
no:match Acroconidiella dematiaceous anamorph,Acridoidea,http://purl.obolibrary.org/obo/NCBITaxon_92621,0.5698
no:match Acrodictyopsis dematiaceous anamorph,Acanthaceae,http://purl.obolibrary.org/obo/NCBITaxon_4185,0.5128
no:match Acrodontium dematiaceous anamorph,achondrite,http://purl.obolibrary.org/obo/ENVO_00002050,0.5502
no:match Acrogenospora anamorph,Acridoidea,http://purl.obolibrary.org/obo/NCBITaxon_92621,0.5264
no:match Acrogenospora  dematiaceous anamorph,Acridoidea,http://purl.obolibrary.org/obo/NCBITaxon_92621,0.5092
no:match Acrogenospora dematiaceous anamorph,Acridoidea,http://purl.obolibrary.org/obo/NCBITaxon_92621,0.5092
no:match Acrospeira dematiaceous anamorph,Acridomorpha,http://purl.obolibrary.org/obo/NCBITaxon_70910,0.5087
no:match Acrostalagmus  anamorph,Acridomorpha,http://purl.obolibrary.org/obo/NCBITaxon_70910,0.5231
no:match Actinocladium anamorph,actinomorphic,http://purl.obolibrary.org/obo/PATO_0001328,0.5642
no:match Actinonema coelomycetous anamorph,actinotrichium,http://purl.obolibrary.org/obo/UBERON_2000089,0.5426
no:match Actinothyrium coelomycetous anamorph,actinotrichium,http://purl.obolibrary.org/obo/UBERON_2000089,0.5833
no:match adultadult,prime adult stage,http://purl.obolibrary.org/obo/UBERON_0018241,0.4402
no:match adult,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.4806
chick,female,http://purl.obolibrary.org/obo/PATO_0000383,0.5592
no:match adult; egg,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.4876
no:match adult (female),female-specific,http://purl.obolibrary.org/obo/PATO_0060003,0.5077
no:match adult (gaurd bee),bee hive,http://purl.obolibrary.org/obo/ENVO_02000159,0.4134
no:match adult,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.4806
juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
no:match adult; larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6576
no:match adult (newly emerged),prime adult stage,http://purl.obolibrary.org/obo/UBERON_0018241,0.4868
no:match adult; pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.5288
no:match adults; juveniles,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.6282
no:match adults,prime adult stage,http://purl.obolibrary.org/obo/UBERON_0018241,0.4623
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
no:match adult,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.4806
subadult,subpolar,http://purl.obolibrary.org/obo/ENVO_01000251,0.5980
no:match adult,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.4806
subadult,subpolar,http://purl.obolibrary.org/obo/ENVO_01000251,0.5980
juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
no:match adult,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.4806
subadult,subpolar,http://purl.obolibrary.org/obo/ENVO_01000251,0.5980
juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
calf,calf,http://purl.obolibrary.org/obo/UBERON_8480048,1.0000
no:match adult (usually male),male-specific,http://purl.obolibrary.org/obo/PATO_0060002,0.5229
no:match adult (young),post-juvenile adult stage,http://purl.obolibrary.org/obo/UBERON_0000113,0.4908
no:match aecidium,obsolete aedeagus,http://purl.obolibrary.org/obo/UBERON_0003198,0.4774
no:match Aegerita anamorph,aerenchyma,http://purl.obolibrary.org/obo/PO_0005702,0.4485
no:match Aegeritella anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4700
no:match aethalium,onium compound,http://purl.obolibrary.org/obo/CHEBI_50312,0.5162
no:match agamic gall,Gallus,http://purl.obolibrary.org/obo/NCBITaxon_9030,0.5059
no:match agamic larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6223
no:match age class 1,age,http://purl.obolibrary.org/obo/PATO_0000011,0.4434
no:match age class 1+,age,http://purl.obolibrary.org/obo/PATO_0000011,0.4490
no:match age class 2+,age,http://purl.obolibrary.org/obo/PATO_0000011,0.4706
no:match Akanthomyces anamorph,Schizosaccharomycetales,http://purl.obolibrary.org/obo/NCBITaxon_34346,0.5128
no:match alate,alas,http://purl.obolibrary.org/obo/ENVO_00000438,0.4433
no:match Alernaria dematiaceous anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.4579
no:match Altenaria dematiaceous anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.5131
no:match Alternaria anamorph,ulnar metaphysis,http://purl.obolibrary.org/obo/UBERON_0013748,0.3952
no:match alternaria dematiaceous anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4040
no:match Alternaria dematiaceous anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4040
no:match Alysidium anamorph,antheridium,http://purl.obolibrary.org/obo/PO_0025125,0.5808
no:match Amarenographium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5072
no:match Amblyosporium anamorph,mesopallium,http://purl.obolibrary.org/obo/UBERON_0007349,0.5155
no:match Amerosporium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5416
no:match Ampelomyces coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5442
no:match Amphicytostroma coelomycetous anamorph,saccharomyceta,http://purl.obolibrary.org/obo/NCBITaxon_716545,0.5885
no:match Amphorula coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5292
no:match Ampulliferina dematiaceous anamorph,Amphioxiformes,http://purl.obolibrary.org/obo/NCBITaxon_2682553,0.5828
no:match anamorph?,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.5026
no:match anamorph colony,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.4699
no:match Anavirga dematiaceous anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.4829
no:match ancient,obsolete mate,http://purl.obolibrary.org/obo/ENVO_0010160,0.3819
no:match animal,piece(s) of animal,http://purl.obolibrary.org/obo/FOODON_00004335,0.4749
no:match Antennatula dematiaceous anamorph,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,0.5534
no:match antheridial,antheridium,http://purl.obolibrary.org/obo/PO_0025125,0.5159
no:match Anungitea dematiaceous anamorph,diatomite,http://purl.obolibrary.org/obo/ENVO_01000962,0.4917
no:match Aphanocladium anamorph,Aphanizomenon,http://purl.obolibrary.org/obo/NCBITaxon_1175,0.5143
no:match aphid,Echidna,http://purl.obolibrary.org/obo/NCBITaxon_189497,0.4555
no:match aphidivorous larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7243
no:match Apomelasmia coelomycetous anamorph,Saccharomyces,http://purl.obolibrary.org/obo/NCBITaxon_4930,0.5536
no:match Aposphaeria  coelomycetous anamorph,Schizosaccharomyces pombe,http://purl.obolibrary.org/obo/NCBITaxon_4896,0.5565
no:match Aposphaeria coelomycetous anamorph,Schizosaccharomyces pombe,http://purl.obolibrary.org/obo/NCBITaxon_4896,0.5565
no:match Apostrasseria coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5324
no:match apothecia,Aphanothece,http://purl.obolibrary.org/obo/NCBITaxon_1121,0.5635
no:match apothecium,androecium,http://purl.obolibrary.org/obo/PO_0009061,0.5569
no:match apple,apple food product,http://purl.obolibrary.org/obo/FOODON_00001611,0.4919
no:match aptera,Polyneoptera,http://purl.obolibrary.org/obo/NCBITaxon_33341,0.3538
no:match Arachnophora dematiaceous anamorph,arachnoid mater,http://purl.obolibrary.org/obo/UBERON_0002362,0.6156
no:match Arthrinium dematiaceous anamorph,archegonium stalk,http://purl.obolibrary.org/obo/PO_0030036,0.5456
no:match Arthrobotrys anamorph,arthropod sensillum,http://purl.obolibrary.org/obo/UBERON_0002536,0.5514
no:match Arthrobotryum anamorph,arthropod tagma,http://purl.obolibrary.org/obo/UBERON_6000002,0.5478
no:match Arthrobotryum dematiaceous anamorph,arthropod sensillum,http://purl.obolibrary.org/obo/UBERON_0002536,0.5568
no:match arthroconidial anamorph,arthropod sensillum,http://purl.obolibrary.org/obo/UBERON_0002536,0.4545
no:match Arthrosporium anamorph,arthropod sensillum,http://purl.obolibrary.org/obo/UBERON_0002536,0.5285
no:match ascocarp,mesocarp,http://purl.obolibrary.org/obo/PO_0009087,0.4542
no:match Ascochyta coelomatous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5998
no:match Ascochyta coelomycetous  anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5467
no:match Ascochyta coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5467
no:match ascoma,Ascomycota,http://purl.obolibrary.org/obo/NCBITaxon_4890,0.5133
no:match ascostroma,Ascomycota,http://purl.obolibrary.org/obo/NCBITaxon_4890,0.5679
no:match ash,ash,http://purl.obolibrary.org/obo/ENVO_02000090,0.7468
no:match Aspergillus conidium,response to fungus,http://purl.obolibrary.org/obo/GO_0009620,0.5903
no:match Aspergillus dematiaceous anamorph,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.5961
no:match Asteroma coelomycetous anamorph,asteriscus,http://purl.obolibrary.org/obo/UBERON_2000315,0.5599
no:match Asteromella coelomycetous anamorph,Coelacanthiformes,http://purl.obolibrary.org/obo/NCBITaxon_7894,0.5569
no:match Asteromyces anamorph,Ascomycota,http://purl.obolibrary.org/obo/NCBITaxon_4890,0.5294
no:match Asterosporium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5417
no:match Asterostromella coelomycetous anamorph,Saccharomyces,http://purl.obolibrary.org/obo/NCBITaxon_4930,0.5883
no:match Aureobasidium dematiaceous anamorph,diatomaceous earth,http://purl.obolibrary.org/obo/CHEBI_82661,0.5220
no:match autumn generation larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.6659
no:match Bachmanniomyces coelomycetous anamorph,archegoniophore,http://purl.obolibrary.org/obo/PO_0030034,0.4876
no:match Bactridium anamorph,metanephridium,http://purl.obolibrary.org/obo/UBERON_0006974,0.5397
no:match Bactrodesmiella dematiaceous anamorph,Bacillariophyta,http://purl.obolibrary.org/obo/NCBITaxon_2836,0.5656
no:match Bactrodesmium dematiaceous anamorph,elemental barium,http://purl.obolibrary.org/obo/CHEBI_37134,0.5021
no:match Balanium dematiaceous anamorph,archegonium stalk,http://purl.obolibrary.org/obo/PO_0030036,0.5412
no:match bark & wood chip mulch,treated wood,http://purl.obolibrary.org/obo/ENVO_00002135,0.4662
no:match bark & woodchip mulch,treated wood,http://purl.obolibrary.org/obo/ENVO_00002135,0.4696
no:match basidiocarp,basophilic,http://purl.obolibrary.org/obo/PATO_0002094,0.5142
no:match basidioma,basidorsal,http://purl.obolibrary.org/obo/UBERON_2001060,0.5521
no:match basidiome,basion,http://purl.obolibrary.org/obo/UBERON_7500109,0.5641
no:match Belemnospora dematiaceous anamorph,Euteleosteomorpha,http://purl.obolibrary.org/obo/NCBITaxon_1489388,0.4991
no:match Beltrania dematiaceous anamorph,epicranium,http://purl.obolibrary.org/obo/UBERON_0013417,0.4966
no:match Beltraniella dematiaceous anamorph,paraphyllium,http://purl.obolibrary.org/obo/PO_0030069,0.4873
no:match benthic,marine benthic biome,http://purl.obolibrary.org/obo/ENVO_01000024,0.5070
no:match Bispora dematiaceous anamorph,madreporite,http://purl.obolibrary.org/obo/UBERON_0009476,0.5155
no:match black mildew mycelium,response to fungus,http://purl.obolibrary.org/obo/GO_0009620,0.4973
no:match blanket,blanket bog,http://purl.obolibrary.org/obo/ENVO_00000511,0.4479
no:match Blarneya anamorph,Anabaena,http://purl.obolibrary.org/obo/NCBITaxon_1163,0.4646
no:match Blennoria coelomycetous anamorph,Coelacanthimorpha,http://purl.obolibrary.org/obo/NCBITaxon_118072,0.5415
no:match Blistum anamorph,blistered,http://purl.obolibrary.org/obo/PATO_0001928,0.5347
no:match Bloxamia anamorph,basophilic,http://purl.obolibrary.org/obo/PATO_0002094,0.4542
no:match Bloxamia dematiaceous anamorph,basophilic,http://purl.obolibrary.org/obo/PATO_0002094,0.4752
no:match blue-green phycotype,variant color,http://purl.obolibrary.org/obo/PATO_0001615,0.5444
no:match bogs,blanket bog,http://purl.obolibrary.org/obo/ENVO_00000511,0.5124
no:match boring,optic cup,http://purl.obolibrary.org/obo/UBERON_0003072,0.3473
no:match borings,obsolete dull,http://purl.obolibrary.org/obo/PATO_0001228,0.3562
no:match Bostrichonema anamorph,diastema,http://purl.obolibrary.org/obo/UBERON_0012111,0.4392
no:match Bostrychonema anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4646
no:match Botrydina anamorph,diarch protoxylem,http://purl.obolibrary.org/obo/PO_0025559,0.4235
no:match Botryodiplodia coelomycetous anamorph,Euteleosteomorpha,http://purl.obolibrary.org/obo/NCBITaxon_1489388,0.5097
no:match Botryophialophora anamorph,Pteriomorphia,http://purl.obolibrary.org/obo/NCBITaxon_6545,0.5066
no:match Botryosporium anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.4608
no:match Botryotrichum anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.4992
no:match Botrytis anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.5303
no:match Botrytis cinerea-type dematiaceous anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.5132
no:match Botrytis dematiaceous anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.6006
no:match Botrytis dematiaceous anamorphBotrytis dematiaceous anamorph,botryoidal,http://purl.obolibrary.org/obo/PATO_0001907,0.5866
no:match Brachydesmiella dematiaceous anamorph,Brachycera,http://purl.obolibrary.org/obo/NCBITaxon_7203,0.5482
no:match Brachysporiella dematiaceous anamorph,Bacillariophyta,http://purl.obolibrary.org/obo/NCBITaxon_2836,0.5536
no:match Brachysporium dematiaceous anamorph,Brachycera,http://purl.obolibrary.org/obo/NCBITaxon_7203,0.5276
no:match bracket,bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.7615
no:match bracket (large),bracket,http://purl.obolibrary.org/obo/PATO_0002142,0.6950
no:match branches originally prepared for grafting,branch,http://purl.obolibrary.org/obo/PO_0025073,0.4647
no:match brash,bract,http://purl.obolibrary.org/obo/PO_0009055,0.4954
no:match broad main egg-laying gallery c25mm long,egg cylinder,http://purl.obolibrary.org/obo/UBERON_0004013,0.5173
surrounded by radiating fine larval galleries which enlarge as the larva grows,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6342
no:match brood,brood viability,http://purl.obolibrary.org/obo/PATO_0001497,0.6921
no:match Brunchorstia anamorph,bregma,http://purl.obolibrary.org/obo/UBERON_0013406,0.5095
no:match buck,obsolete buckewheat product,http://purl.obolibrary.org/obo/ENVO_0010098,0.4004
no:match bulb,bulb,http://purl.obolibrary.org/obo/PO_0025356,0.6723
no:match burrow,burrow,http://purl.obolibrary.org/obo/ENVO_01000429,0.6834
no:match bush,bush fire,http://purl.obolibrary.org/obo/ENVO_01001290,0.4430
no:match bush (old,bush fire,http://purl.obolibrary.org/obo/ENVO_01001290,0.3887
many podded),podotheca,http://purl.obolibrary.org/obo/UBERON_0012447,0.5023
no:match Cacumisporium dematiaceous anamorph,ceratotrichium,http://purl.obolibrary.org/obo/UBERON_4400001,0.5427
no:match cadaver,OBSOLETE accessory transfusion tissue,http://purl.obolibrary.org/obo/PO_0006086,0.4143
no:match Calcarisporium anamorph,calcisol,http://purl.obolibrary.org/obo/ENVO_00002239,0.5746
no:match Calf,calf,http://purl.obolibrary.org/obo/UBERON_8480048,0.6805
no:match Camarographium coelomycetous anamorph,procambium,http://purl.obolibrary.org/obo/PO_0025275,0.5055
no:match camarosporium coelomycetous anamorph,crista hypertrophica ischium,http://purl.obolibrary.org/obo/UBERON_3000880,0.5082
no:match Camarosporium  coelomycetous anamorph,crista hypertrophica ischium,http://purl.obolibrary.org/obo/UBERON_3000880,0.5082
no:match Camarosporium coelomycetous anamorph,crista hypertrophica ischium,http://purl.obolibrary.org/obo/UBERON_3000880,0.5082
no:match Camarosprium coelomycetous anamorph,Coelacanthiformes,http://purl.obolibrary.org/obo/NCBITaxon_7894,0.5230
no:match Camposporium coelomycetous anamorph,protosporangium endothecium,http://purl.obolibrary.org/obo/PO_0030085,0.5348
no:match Camposporium dematiaceous anamorph,microsporangium exothecium,http://purl.obolibrary.org/obo/PO_0025311,0.5050
no:match Campsosporium anamorph,camptotrichium,http://purl.obolibrary.org/obo/UBERON_4400007,0.4632
no:match Candelabrum anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.4405
no:match capitulum,capitulum ulnae,http://purl.obolibrary.org/obo/UBERON_3000842,0.6012
no:match Capnobotrys dematiaceous anamorph,Hatschek's nephridium,http://purl.obolibrary.org/obo/UBERON_0009866,0.5137
no:match Capnophialophora anamorph,metanephric cap,http://purl.obolibrary.org/obo/UBERON_0005107,0.4735
no:match capsule,capsule,http://purl.obolibrary.org/obo/UBERON_0003893,0.6401
no:match carcass,carcass,http://purl.obolibrary.org/obo/UBERON_0008979,0.7288
no:match carpophore,carpel,http://purl.obolibrary.org/obo/PO_0009030,0.5211
no:match carrion,carr,http://purl.obolibrary.org/obo/ENVO_00000235,0.5375
no:match Catenularia anamorph,Catarrhini,http://purl.obolibrary.org/obo/NCBITaxon_9526,0.5216
no:match Catenularia dematiaceous anamorph,Catarrhini,http://purl.obolibrary.org/obo/NCBITaxon_9526,0.5019
no:match caterpillar (early),caterpillar stage,http://purl.obolibrary.org/obo/UBERON_0014864,0.6227
no:match caterpillar (larger),caterpillar stage,http://purl.obolibrary.org/obo/UBERON_0014864,0.6155
no:match caterpillar (later),caterpillar stage,http://purl.obolibrary.org/obo/UBERON_0014864,0.6291
no:match caterpillar (young),caterpillar stage,http://purl.obolibrary.org/obo/UBERON_0014864,0.6050
no:match CCL,marl,http://purl.obolibrary.org/obo/ENVO_01000853,0.3818
no:match cells,cell,http://purl.obolibrary.org/obo/CL_0000000,0.6046
no:match Cenangoimyces coelomycetous anamorph,Saccharomyces,http://purl.obolibrary.org/obo/NCBITaxon_4930,0.6428
no:match cephalont,cerumen,http://purl.obolibrary.org/obo/UBERON_0002297,0.5239
no:match Cephalosporium anamorph,ceratotrichium,http://purl.obolibrary.org/obo/UBERON_4400001,0.6130
